Id,Label,Category,Type,Weight
758334b1-d9dc-4bd9-a4a3-30ce20f6984d,DATASET PREPARATION,entity,TECHNIQUE,1
a5af03d8-0926-486a-a595-f673c70d86c8,MODEL INITIALISATION,entity,TECHNIQUE,1
57acd984-5570-4663-8695-535c483db90c,TRAINING ENVIRONMENT SETUP,entity,TECHNIQUE,1
2a93bbca-05da-4d71-9e54-7595032cf837,EVALUATION AND VALIDATION,entity,TECHNIQUE,1
835a04d4-c4e8-4a12-883f-c17d940d21d5,DEPLOYMENT,entity,TECHNIQUE,1
970a30b4-1d9b-46d7-87e4-f0735eff662e,MONITORING AND MAINTENANCE,entity,TECHNIQUE,1
a11f4757-8df6-4837-a222-a390f456eec3,SEVEN STAGE FINE-TUNING PIPELINE,entity,FRAMEWORK,1
ea744e64-ee81-41ac-9637-c404a17e8c44,DATA COLLECTION,entity,TECHNIQUE,1
53e989ec-8a65-4a60-89c6-2e9590786eb5,DATA PREPROCESSING AND FORMATTING,entity,TECHNIQUE,1
a7be0992-9032-4231-8827-1b0736b777a4,HANDLING DATA IMBALANCE,entity,TECHNIQUE,1
1f0899d4-e3bc-44ed-a467-06099e0be0eb,DATA PREPROCESSING,entity,TECHNIQUE,1
9faa351b-febb-4b75-b2f7-36dbb1155860,SMOTE,entity,TECHNIQUE,1
859a658f-bab2-47ea-a9ad-6f0187e9cc90,FOCAL LOSS,entity,LOSS_FUNCTION,1
783a6cfa-aa13-4b9e-887e-e2be32609196,COST-SENSITIVE LEARNING,entity,TECHNIQUE,1
22b5221b-5849-4573-bbff-5f76bca6e0f1,ENSEMBLE METHODS,entity,TECHNIQUE,1
a0e6c56f-aebb-4ee7-adbf-fb0a6758ba02,STRATIFIED SAMPLING,entity,TECHNIQUE,1
9e705c1b-1dc9-4cc7-808e-5dec5bbb5d12,DATA CLEANING,entity,TECHNIQUE,1
9041849b-c0b4-4649-88d6-616c5ff1bbdf,PRECISION-RECALL AUC,entity,METRIC,1
a2b4b4f6-f67b-49af-a145-935e69382cd8,TRAIN TEST SPLIT,entity,TECHNIQUE,1
e1ab4015-df4b-4437-bbc0-fe0d0e83b343,K-FOLD CROSS VALIDATION,entity,TECHNIQUE,1
19a8410a-146a-47b4-8330-291f941cc35c,HUMAN ANNOTATION,entity,TECHNIQUE,1
c6710f64-7661-48f7-bb03-ed06e2d48330,SEMI-AUTOMATIC ANNOTATION,entity,TECHNIQUE,1
77e74303-6720-419f-9aaa-1d3b419f7a54,AUTOMATIC ANNOTATION,entity,TECHNIQUE,1
319e9627-a8ef-495a-8c52-d4416019b3cf,DATA AUGMENTATION,entity,TECHNIQUE,1
54d9d070-0e51-4288-89bb-715736ddc95e,WORD EMBEDDINGS,entity,TECHNIQUE,1
8613a477-0c40-4705-b325-2386f53f7701,BACK TRANSLATION,entity,TECHNIQUE,1
eeb3b2b0-8c06-49f6-a60d-05f31c0411e2,ADVERSARIAL ATTACKS,entity,TECHNIQUE,1
a8f4782e-6153-4962-ab93-75424c1f220c,NLP-AUG,entity,LIBRARY,1
e1d10d76-bb18-48f3-aa05-78099ae2655e,IMBALANCED-LEARN,entity,LIBRARY,1
a7b23313-d5b4-4d20-8a15-c6a686eddec8,SCIKIT-LEARN,entity,LIBRARY,1
3437f135-aea1-4c5e-8bd2-e0ee787d11ff,PRODIGY,entity,LIBRARY,1
3c5e6b22-4736-410b-957d-9ce4fc5e0623,AMAZON SAGEMAKER GROUND TRUTH,entity,SERVICE,1
93ba9cee-0439-463a-af79-5d0bdbf87ca4,EXCEL,entity,SOFTWARE,1
22111a17-10cf-43fb-9130-bfd4d13f1b8e,SNORKEL,entity,LIBRARY,1
ae537033-9f6b-4aac-b3f5-f61046890ec1,TEXTATTACK,entity,LIBRARY,1
3ff03d68-dcf5-4bb1-8b7d-02ddc6f991a7,GOOGLE TRANSLATE API,entity,SERVICE,1
fe19a173-8b2f-489c-ac7e-0b694b49ce3d,LLMXPLORER,entity,DATASET,1
bdec70f5-666e-43f9-a8b6-7fd700e31403,DATA ROBOT PAXATA,entity,ORGANIZATION,1
704ef384-b3c6-4635-8e66-a48b326d0cd5,KNIME ANALYTICS PLATFORM,entity,ORGANIZATION,1
e2797836-dd50-4fbc-828f-0297dfabc263,SPACY,entity,TECHNIQUE,1
dbc86ee7-f8ff-4513-b808-904b4c00ccea,NLTK,entity,TECHNIQUE,1
afda1312-3a08-42a6-a651-e1af4e03632f,HUGGINGFACE TRANSFORMERS,entity,TECHNIQUE,1
dfc69d01-63b7-4d2f-a4e6-f93e1ddee3e4,TRIFACTA WRANGLER,entity,ORGANIZATION,1
68cea89e-68fd-41cc-8dee-f71d75d68bc3,RAPIDMINER,entity,ORGANIZATION,1
cf408106-8cdf-4c3d-ad8a-0f250f8753ab,SAGEMAKER GROUND TRUTH,entity,ORGANIZATION,1
22da3f6f-b382-4416-8148-a0bed9bcee04,ETHICAL DATA HANDLING,entity,TECHNIQUE,1
ab0e2be7-d552-433f-a160-bfc24d8af360,MULTI-STEP GENERATION,entity,TECHNIQUE,1
84048754-edc3-42b3-b638-41698ad21d59,DATA ANNOTATION,entity,TECHNIQUE,1
e12f5b00-ed43-4d58-98ea-b68c44588591,DATA DIVERSITY,entity,METRIC,1
783ee803-9c42-45f0-905a-0e7cf0e27766,DOMAIN RELEVANCE,entity,METRIC,1
37ff8d43-a757-47b5-b735-550107cc1c27,DATA SIZE,entity,METRIC,1
873bb2f5-fd27-451a-a607-2b540dcb4796,SYNTHETIC DATA,entity,DATASET,1
f1d92e6e-5e82-424c-8ff4-2b713e0c57f0,PROMPT ENGINEERING,entity,TECHNIQUE,1
8221a626-3111-43f3-b59e-6da675b052c5,ITERATIVE GENERATION,entity,TECHNIQUE,1
14752850-531b-431d-85d7-8d0fb5020f50,DATA MANAGEMENT,entity,TECHNIQUE,1
4ae7d3a7-ca1a-4722-895a-cdbb355a4965,MODEL PERFORMANCE,entity,METRIC,1
8d5857c0-e96b-4b48-b246-0770ba0b8b5a,DATA QUALITY,entity,METRIC,1
96e9da05-2bb6-4e4d-ba7b-71b783bc70b2,HUGGINGFACE,entity,ORGANIZATION,1
09414cde-d037-428a-b8d4-4048bca9e824,PYTORCH,entity,FRAMEWORK,1
8848d7cf-e190-4ce1-aa52-6484f88a6e1b,TENSORFLOW,entity,FRAMEWORK,1
7796bef0-5049-4051-9c32-70bbef8738d6,AUTO_MODEL,entity,MODEL,1
028dbe7c-f90c-4017-bba6-25468d056033,LLAMA 3,entity,MODEL,1
a324634b-4fd1-4a83-b856-dd11936ac2a3,GPU,entity,TECHNIQUE,1
6682e5c7-73bf-4a53-8f4a-c6959634b8af,TPU,entity,TECHNIQUE,1
60724611-af0c-487a-89cb-892bfe43ba73,CUDA,entity,TECHNIQUE,1
7d6d7da6-1f5b-4822-94d4-5b801406ee5b,CUDNN,entity,TECHNIQUE,1
ade70777-6f11-4b66-8009-7fe68a56e7b6,HYPERPARAMETERS,entity,PARAMETER,1
eeb79749-42ac-42f8-8fc8-fc0136c5e892,OPTIMISERS,entity,OPTIMIZER,1
da63afeb-8953-453f-82de-05f96d00651f,LOSS FUNCTIONS,entity,LOSS_FUNCTION,1
fa50a6f6-e157-43aa-83ad-72d48efe9758,TRAINING ENVIRONMENT,entity,DOMAIN,1
527ac727-0cca-4159-b4be-f6eb889b75e1,PRE-TRAINED MODEL,entity,MODEL,1
d0aefd34-76e3-40cc-9d1f-d881042c0967,AUTO_MODEL_FOR_CAUSAL_LM,entity,MODEL,1
25cf2725-8243-40d3-9662-23f7136fd9d6,4-BIT QUANTIZED MODELS,entity,MODEL,1
98acde03-96bd-4ae4-9b09-245e4dce64b3,PIPELINE,entity,FRAMEWORK,1
9ffb1c43-e666-4fa4-b729-6b9dba1d86f4,DEEP LEARNING FRAMEWORKS,entity,DOMAIN,1
90b7276f-2462-46b3-8b24-3edf69f10d0f,DISTRIBUTED TRAINING,entity,TECHNIQUE,1
3dc72a31-b342-4a60-943f-58fce3e948b4,DATA PARALLELISM,entity,TECHNIQUE,1
a1435cf3-1870-4e12-a919-72f9096363e6,MODEL PARALLELISM,entity,TECHNIQUE,1
da340f29-3b74-48a0-a45a-9e75b8329433,NVIDIA A100,entity,TECHNIQUE,1
8e8be8eb-436f-448c-9191-da62945116a3,NVIDIA V100,entity,TECHNIQUE,1
a781a0cc-33c5-428f-b253-aee97f1f6b1d,HIGH-PERFORMANCE HARDWARE,entity,DOMAIN,1
ae65c09e-a7e6-4c1f-9366-dbf229cb329e,LEARNING RATE,entity,PARAMETER,1
bd25df2d-6189-45da-bc8e-ecf6de9c948f,BATCH SIZE,entity,PARAMETER,1
f82d983b-5520-4646-ba0b-fc2eaea4b6a7,EPOCHS,entity,PARAMETER,1
8b8c9ddf-dd87-4d72-be0c-acdb365bdab8,OPTIMISATION ALGORITHMS,entity,ALGORITHM,1
c8cfadd5-33dd-4d30-9650-176fbb759b08,STOCHASTIC GRADIENT DESCENT,entity,ALGORITHM,1
ecd6300c-71a8-4fdf-abb0-c2ffa274d996,GRID SEARCH,entity,TECHNIQUE,1
1cdb19a9-99df-4aa4-a5c3-a8d05d083a2b,BAYESIAN OPTIMISATION,entity,TECHNIQUE,1
f74224d0-32b5-46c3-b3e4-84c126e19c5a,GRADIENT DESCENT,entity,ALGORITHM,1
c1482033-5b2b-4294-97b8-a34f63cc8094,AUTOMATED HYPERPARAMETER TUNING,entity,TECHNIQUE,1
8e325517-b360-4019-aef3-b8deeed782df,COOLING SYSTEM,entity,TECHNIQUE,1
25f107e9-3d6c-4fc4-8883-e0e3e400c363,POWER SUPPLY,entity,TECHNIQUE,1
5dbdd3bd-1f0a-41ef-a080-6a5261012a1e,BACKPROPAGATION,entity,ALGORITHM,1
d11a4fd6-8732-424c-b7d2-94995eab386f,SGD,entity,OPTIMIZER,1
a75767c0-f0d7-4dbb-bab9-98e167821d11,MINI-BATCH GRADIENT DESCENT,entity,OPTIMIZER,1
9a0dbc97-eba6-4aef-98ca-7539d9cc50c0,ADAGRAD,entity,OPTIMIZER,1
d927866c-adcb-4c78-a741-2651f68d892e,RMSPROP,entity,OPTIMIZER,1
a4af4dff-2700-4ea5-93a2-7348b009c899,ADADELTA,entity,OPTIMIZER,1
227b53c9-3974-42e1-9c54-f9f300896fa3,ADAM,entity,OPTIMIZER,1
da391c46-a5fb-4b50-bd0a-8ed6f51af8c0,ADAMW,entity,OPTIMIZER,1
566003d3-47d3-463c-b74b-ef2600918875,MOMENTUM,entity,PARAMETER,1
fa7794a8-34f6-49eb-ba17-a004be458f21,L2 REGULARIZATION,entity,TECHNIQUE,1
fc4dda1f-e0e8-474d-a900-d8644cb24d3c,HUGGING FACE TRANSFORMERS,entity,FRAMEWORK,1
2756bddf-97b6-488e-9b21-8b0f61cfd486,CHECKPOINTS,entity,METRIC,1
c9a98fd9-9acb-4619-befc-ed6687cefde8,MIXED PRECISION TRAINING,entity,TECHNIQUE,1
d13c12fa-c9bb-4408-9cea-e296ea76136a,OVERFITTING,entity,METRIC,1
8ccc78fa-a172-4647-aa1b-13d1e7ea07fd,UNDERFITTING,entity,METRIC,1
6620ac3c-5f35-46e3-9ea1-1378da7d5c49,OPTUNA,entity,TOOL,1
32db09be-43d6-4bc4-954c-1baf9124c7dd,HYPEROPT,entity,TOOL,1
8290b16c-c8a1-41f0-8aff-cc4bb42e9e0a,RAY TUNE,entity,TOOL,1
ecc4fe39-571d-4e01-971a-629d88855aed,TENSORBOARD,entity,TOOL,1
3d869f7f-fd6c-41e0-bda5-3936581581fe,WEIGHTS & BIASES,entity,TOOL,1
06faf6dd-f361-46d8-af0c-81ff7119f6f6,MLFLOW,entity,TOOL,1
4d0dc508-15a9-4674-a335-8e5c33a0b326,MED-PALM 2,entity,MODEL,1
44425780-4866-4da3-b38e-f87945589ea3,FINGPT,entity,MODEL,1
03aee123-00c8-42c4-87cb-78790e83993b,LAWGPT,entity,MODEL,1
a09874e5-bb7c-4ce8-a935-44a6546f179a,MEDQA,entity,DATASET,1
d1eb09a8-4eb5-4398-a751-b3052ec7ec51,MEDMCQA,entity,DATASET,1
abba39f3-053c-4015-9f79-e01a3d769421,LIVEQA,entity,DATASET,1
f574b0a6-989f-41d5-9865-98f30ba6bbaa,MEDICATIONQA,entity,DATASET,1
ee062bdf-163a-40fd-aaa5-733c539ea7ca,HEALTHSEARCHQA,entity,DATASET,1
79a1d756-ad4e-4c15-ae42-7852cb62bfa4,FINANCIAL NEWS,entity,DATASET,1
f1a11209-b1b6-4055-b45a-c39a375200c6,SOCIAL MEDIA,entity,DATASET,1
b855774a-4c88-46c3-88d4-b7c7efd18567,REGULATORY FILINGS,entity,DATASET,1
4f45d61d-8a78-4f15-9bcc-6ff028a47d45,TRENDS,entity,DATASET,1
7a86bcf5-8675-4c59-90ca-70f5706fb222,ACADEMIC DATASETS,entity,DATASET,1
463f85c9-b946-45b4-9946-0bbe7f7f80c7,OUTPUT LAYER,entity,PARAMETER,1
9c07c951-b91e-4390-bf68-14cfb5f4f07b,TASK-SPECIFIC FINE-TUNING,entity,TECHNIQUE,1
c6ef1379-bd20-48f2-8d49-dc4d30a1b709,DOMAIN-SPECIFIC FINE-TUNING,entity,TECHNIQUE,1
3fc800e2-3cc5-4bce-ab0e-a4eb5d1bce31,PARAMETER-EFFICIENT FINE-TUNING (PEFT),entity,TECHNIQUE,1
cbbdb496-a05c-4f50-a25f-ca5ff0f529e3,HALF FINE-TUNING (HFT),entity,TECHNIQUE,1
92be0b76-efa4-4998-b6db-cbc9fc5246cf,TRAINING LOOP,entity,FRAMEWORK,1
6b7d1125-c038-4291-ab91-edc0424c6693,DYNAMIC LEARNING RATES,entity,PARAMETER,1
78921bc5-0869-48c9-85b4-f75f4ed07c6f,EARLY STOPPING,entity,PARAMETER,1
0ac1efb6-ba16-430a-8c7a-fc7e151e7487,PROXIMAL POLICY OPTIMISATION (PPO),entity,ALGORITHM,1
844688dd-672e-4906-84d7-90e403859f75,DIRECT PREFERENCE OPTIMISATION (DPO),entity,ALGORITHM,1
6e54fd98-7404-4419-bec2-adeedb163710,PRUNING TECHNIQUES,entity,TECHNIQUE,1
3f059b6c-f8ce-4654-98c0-dee074f40063,DYNAMIC PRUNING,entity,TECHNIQUE,1
c4dfe36f-64c9-47fa-a79d-947fda782d70,BENCHMARKS,entity,METRIC,1
2168505e-34c8-489a-80a9-15135bc16112,LORA,entity,TECHNIQUE,1
a0c57b03-21a9-4c2c-8725-84d8d0eb48d5,REINFORCEMENT LEARNING ON STOCK PRICES,entity,TECHNIQUE,1
34e51e24-0709-4ca6-bb71-e2675ce7de91,CHINESE ALPACA PLUS 7B,entity,MODEL,1
9e39403d-c61f-409e-aaf5-45810acd1635,JEC-QA,entity,DATASET,1
67a1f9bd-511f-4100-b7a0-d471bdda0c4a,PHARMAGPT,entity,MODEL,1
321cc8e3-f89f-498e-83c0-2a118685734b,LLAMA,entity,MODEL,1
199780e7-21d4-4cca-951c-22deb4ca0d8d,PALMYRA-FIN-70B-32K,entity,MODEL,1
4e40cf73-d807-43fc-87d4-db08b507207c,ADAPTERS,entity,TECHNIQUE,1
2e143d23-118a-43a5-8eda-a6176c23a18e,RLHF,entity,TECHNIQUE,1
897b24bd-c499-488e-9377-73ec92aa4fea,PHARMACEUTICAL DOMAIN,entity,DOMAIN,1
2b1f7a8f-546e-4a79-b0fb-2ed4d14bf390,LEGAL DOMAIN,entity,DOMAIN,1
3636c337-acf6-48c2-8850-f2dc84d209b8,OPEN-SOURCE DATASET,entity,DATASET,1
f3e96095-441b-4233-8280-0baf6ed61439,HUMAN PREFERENCE EXPERT-ANNOTATED INSTRUCTIONS,entity,DATASET,1
ab4c5fcf-9896-41c1-9170-e42ca111c9cb,QLORA,entity,TECHNIQUE,1
2aebd45c-a49a-4c84-8295-0dd8cdec41ab,DORA,entity,TECHNIQUE,1
b8015594-2fe1-4e4a-ad48-efaa79c0c19b,HUGGING FACE,entity,ORGANIZATION,1
7a6064d7-20a9-4da5-b92b-7f9c6c786716,PEFT,entity,FRAMEWORK,1
1a7bbcb6-ea9c-4c9b-bfdf-03d597b5cd49,PHI-2,entity,MODEL,1
41c7549c-9648-4e68-9ccb-b86bd51e0f38,ADAPTER LAYERS,entity,TECHNIQUE,1
8c623d6e-8383-4f58-9880-a3bd2ce6a2ca,PROMPT-TUNING,entity,TECHNIQUE,1
2e313197-b18d-4f4e-ab82-ceaf166a16d4,4-BIT QUANTISATION,entity,PARAMETER,1
a269b5c5-f5ad-4e0c-a832-29ff62915ab1,8-BIT QUANTISATION,entity,PARAMETER,1
caef1d92-cb77-4179-98d4-96e3a8af440b,GRADIENTS,entity,PARAMETER,1
adf9498e-c8b4-4a01-ae02-dce170ffbc32,CONSUMER GPUS,entity,TECHNIQUE,1
1c9780c3-0739-4f6d-8a39-ef560ffbd6e2,VISION-LANGUAGE APPLICATIONS,entity,DOMAIN,1
05cdf341-25d4-4d8f-8307-e86aa0655aee,HUGGINGFACE LORACONFIG,entity,FRAMEWORK,1
dcb514cd-be62-43f6-9107-3e403310bbfe,MULTI-TASK ADAPTER,entity,MODEL,1
3efaa673-562a-4941-bac8-41fc871c0c48,PEFT LIBRARY,entity,FRAMEWORK,1
5372af22-ea84-4cef-9be8-5596e3e93c22,SINGULAR VALUE DECOMPOSITION,entity,TECHNIQUE,1
4e492e86-164b-49cf-b569-514bd4c6113f,INFERENCE LATENCY,entity,METRIC,1
ff8571bc-8b48-41b7-bb72-371c2ff38721,COMMONSENSE REASONING,entity,BENCHMARK,1
6c8d1914-8dff-4bb0-b44c-ce1652d7b72c,VISUAL INSTRUCTION TUNING,entity,BENCHMARK,1
ac3a847d-6b04-4c71-a6aa-ee9dfcf560ec,IMAGE/VIDEO-TEXT UNDERSTANDING,entity,BENCHMARK,1
695dcc7d-44a7-4e22-a739-2ae8812698d7,ADAPTER CREATION,entity,TECHNIQUE,1
e824e924-a6c7-48cc-bfdc-25b97bb445a2,TASK-SPECIFIC ADAPTATION,entity,TECHNIQUE,1
df98d983-bdc5-47a3-b4d2-601963f7b395,BEHAVIOUR ADJUSTMENT,entity,TECHNIQUE,1
24f70cec-8177-4ca8-8089-b515e2147eac,LAMINI MEMORY TUNING,entity,TECHNIQUE,1
70ad6072-e9ff-4fb1-a133-3ce732357fdc,LLAMA 2-7B,entity,MODEL,1
791d5226-70fc-45a7-8a74-7c600de46e3f,CHINCHILLA RECIPE,entity,FRAMEWORK,1
35e3f939-b3c9-47d7-ba63-44c394789441,MIXTURE OF MEMORY EXPERTS,entity,MODEL,1
ed2551fd-306d-44a3-808e-55bff34195f0,VALIDATION DATASETS,entity,DATASET,1
796edcb9-b74e-4158-8c15-3d3611461d6c,PARAMETERS,entity,PARAMETER,1
7f03ce2e-5751-439d-88d4-131deb823b4e,EVALUATION,entity,EVENT,1
7588a4b8-a0a0-415e-8310-4e161a13f334,CATASTROPHIC FORGETTING,entity,METRIC,1
d2d54fe8-7f33-4eed-9230-186854a45f85,CONTINUAL LEARNING,entity,TECHNIQUE,1
0290fe6f-6375-46e7-b0a7-f2197e119559,FACTUAL RECALL,entity,METRIC,1
bfc2357c-3e99-480e-a476-e484b49d1d55,INFERENCE TIME,entity,EVENT,1
29bf0703-8caa-4599-b3b9-bb9763138294,GPU KERNELS,entity,TECHNIQUE,1
f106d656-97b8-4ae3-941d-2550440464b4,TOKEN SELECTION,entity,TECHNIQUE,1
a515a528-611f-460e-95a8-f4bb5262e7fc,MOME,entity,MODEL,1
6e0131cb-bb36-43f5-ace8-92ec7a96f1c8,LAMINI-1,entity,MODEL,1
8153f88a-f858-42b1-9366-ff7069d7c55f,MIXTRAL 8X7B,entity,MODEL,1
2d89a2f4-c95e-4058-be08-dab449810f41,SPARSE MIXTURE OF EXPERTS,entity,TECHNIQUE,1
a73c5921-0da6-48b8-9504-26ba2cd4dd90,MISTRAL 7B,entity,MODEL,1
819c480c-2470-4ab8-8776-6c95a300b560,LLAMA 2 70B,entity,MODEL,1
680b393d-9927-4821-96d1-267ede2180cc,GPT-3.5,entity,MODEL,1
9d32d28a-95fb-47d3-b51b-e02f41888f8b,MIXTURE-OF-AGENTS,entity,MODEL,1
8b14df1c-b74e-4fee-84c0-396219d2d109,MOE,entity,TECHNIQUE,1
909d74da-682e-4d7f-9f3a-4471eaeae68f,PPO,entity,ALGORITHM,1
eb971bf0-ba94-4b8d-950b-4b2715cd5d43,HUGGINGFACE TRANSFORMER,entity,FRAMEWORK,1
b9b96540-16dc-4dc7-b388-d8d67027a7eb,PPO TRAINER,entity,TECHNIQUE,1
960c0e06-0264-4bf2-88ce-0a3bac3abf84,GPT-4O,entity,MODEL,1
d77e7e5d-db45-4a6a-b090-bbe558ea268f,QWEN,entity,MODEL,1
1b1cf33b-6143-43d8-b5aa-a18b185ce6c3,LLAMA-3,entity,MODEL,1
f633e692-6caf-4093-86bd-9a277a00db0f,WIZARDLM,entity,MODEL,1
cab607ec-002a-402d-a1ac-590d885ac7fc,POLICY GRADIENT,entity,TECHNIQUE,1
d2fbcf7a-4ac2-4f2f-b075-1cbfb5c995cd,SURROGATE OBJECTIVE FUNCTION,entity,PARAMETER,1
